Country,Code,Year,Consumption Change (TW)
Peru,PER,1966,11.583
Peru,PER,1967,0.259
Peru,PER,1968,0.621
Peru,PER,1969,-0.336
Peru,PER,1970,2.733
Peru,PER,1971,0.582
Peru,PER,1972,-8.424
Peru,PER,1973,9.275
Peru,PER,1974,11.199
Peru,PER,1975,2.025
Peru,PER,1976,0.652
Peru,PER,1977,-0.059
Peru,PER,1978,-0.881
Peru,PER,1979,2.61
Peru,PER,1980,6.185
Peru,PER,1981,2.601
Peru,PER,1982,-1.421
Peru,PER,1983,-12.146
Peru,PER,1984,3.701
Peru,PER,1985,-2.84
Peru,PER,1986,5.403
Peru,PER,1987,6.014
Peru,PER,1988,-1.584
Peru,PER,1989,-9.726
Peru,PER,1990,-1.02
Peru,PER,1991,-3.771
Peru,PER,1992,2.548
Peru,PER,1993,3.202
Peru,PER,1994,7.111
Peru,PER,1995,10.343
Peru,PER,1996,3.424
Peru,PER,1997,1.439
Peru,PER,1998,-1.097
Peru,PER,1999,1.918
Peru,PER,2000,-0.439
Peru,PER,2001,-5.551
Peru,PER,2002,2.347
Peru,PER,2003,-3.191
Peru,PER,2004,12.757
Peru,PER,2005,5.691
Peru,PER,2006,-3.615
Peru,PER,2007,15.983
Peru,PER,2008,15.426
Peru,PER,2009,2.204
Peru,PER,2010,27.079
Peru,PER,2011,19.809
Peru,PER,2012,5.677
Peru,PER,2013,3.25
Peru,PER,2014,5.949
Peru,PER,2015,9.5
Peru,PER,2016,19.057
Peru,PER,2017,-5.48
Peru,PER,2018,11.278
Peru,PER,2019,1.166
Peru,PER,2020,-50.647
Philippines,PHL,1966,4.493
Philippines,PHL,1967,6.818
Philippines,PHL,1968,8.476
Philippines,PHL,1969,5.061
Philippines,PHL,1970,10.254
Philippines,PHL,1971,13.654
Philippines,PHL,1972,-1.84
Philippines,PHL,1973,16.815
Philippines,PHL,1974,-7.311
Philippines,PHL,1975,8.64
Philippines,PHL,1976,3.259
Philippines,PHL,1977,11.878
Philippines,PHL,1978,3.884
Philippines,PHL,1979,4.037
Philippines,PHL,1980,-8.25
Philippines,PHL,1981,-6.511
Philippines,PHL,1982,-4.225
Philippines,PHL,1983,7.919
Philippines,PHL,1984,-18.6
Philippines,PHL,1985,-7.229
Philippines,PHL,1986,1.786
Philippines,PHL,1987,15.626
Philippines,PHL,1988,11.322
Philippines,PHL,1989,11.35
Philippines,PHL,1990,7.473
Philippines,PHL,1991,-2.723
Philippines,PHL,1992,30.459
Philippines,PHL,1993,5.45
Philippines,PHL,1994,9.009
Philippines,PHL,1995,25.136
Philippines,PHL,1996,15.536
Philippines,PHL,1997,21.294
Philippines,PHL,1998,2.6
Philippines,PHL,1999,-6.89
Philippines,PHL,2000,-3.481
Philippines,PHL,2001,1.13
Philippines,PHL,2002,-0.87
Philippines,PHL,2003,9.599
Philippines,PHL,2004,7.203
Philippines,PHL,2005,0.524
Philippines,PHL,2006,-14.878
Philippines,PHL,2007,16.541
Philippines,PHL,2008,5.741
Philippines,PHL,2009,3.173
Philippines,PHL,2010,16.572
Philippines,PHL,2011,1.555
Philippines,PHL,2012,8.284
Philippines,PHL,2013,27.618
Philippines,PHL,2014,20.07
Philippines,PHL,2015,35.509
Philippines,PHL,2016,37.888
Philippines,PHL,2017,43.759
Philippines,PHL,2018,14.626
Philippines,PHL,2019,19.621
Philippines,PHL,2020,-50.583
Poland,POL,1966,15.087
Poland,POL,1967,22.922
Poland,POL,1968,61.915
Poland,POL,1969,60.158
Poland,POL,1970,49.093
Poland,POL,1971,31.686
Poland,POL,1972,55.702
Poland,POL,1973,20.163
Poland,POL,1974,34.185
Poland,POL,1975,89.48
Poland,POL,1976,66.362
Poland,POL,1977,53.709
Poland,POL,1978,66.974
Poland,POL,1979,21.386
Poland,POL,1980,65.749
Poland,POL,1981,-146.598
Poland,POL,1982,26.342
Poland,POL,1983,5.629
Poland,POL,1984,55.387
Poland,POL,1985,31.047
Poland,POL,1986,42.306
Poland,POL,1987,49.102
Poland,POL,1988,-29.804
Poland,POL,1989,-56.867
Poland,POL,1990,-258.473
Poland,POL,1991,-26.279
Poland,POL,1992,-52.099
Poland,POL,1993,-0.333
Poland,POL,1994,-49.36
Poland,POL,1995,25.033
Poland,POL,1996,54.89
Poland,POL,1997,-11.619
Poland,POL,1998,-49.539
Poland,POL,1999,-20.936
Poland,POL,2000,-65.145
Poland,POL,2001,-8.409
Poland,POL,2002,-10.781
Poland,POL,2003,35.835
Poland,POL,2004,4.718
Poland,POL,2005,20.321
Poland,POL,2006,50.775
Poland,POL,2007,-6.621
Poland,POL,2008,11.879
Poland,POL,2009,-48.205
Poland,POL,2010,65.811
Poland,POL,2011,-0.385
Poland,POL,2012,-45.838
Poland,POL,2013,3.228
Poland,POL,2014,-48.633
Poland,POL,2015,5.059
Poland,POL,2016,51.13
Poland,POL,2017,40.783
Poland,POL,2018,17.033
Poland,POL,2019,-46.334
Poland,POL,2020,-66.463
Portugal,PRT,1966,0.903
Portugal,PRT,1967,3.197
Portugal,PRT,1968,1.815
Portugal,PRT,1969,1.471
Portugal,PRT,1970,14.326
Portugal,PRT,1971,6.824
Portugal,PRT,1972,4.763
Portugal,PRT,1973,8.712
Portugal,PRT,1974,3.335
Portugal,PRT,1975,3.359
Portugal,PRT,1976,3.721
Portugal,PRT,1977,-1.334
Portugal,PRT,1978,3.823
Portugal,PRT,1979,6.299
Portugal,PRT,1980,5.455
Portugal,PRT,1981,6.545
Portugal,PRT,1982,4.639
Portugal,PRT,1983,1.424
Portugal,PRT,1984,0.871
Portugal,PRT,1985,-0.295
Portugal,PRT,1986,15.059
Portugal,PRT,1987,1.811
Portugal,PRT,1988,8.647
Portugal,PRT,1989,33.365
Portugal,PRT,1990,-6.976
Portugal,PRT,1991,7.443
Portugal,PRT,1992,14.926
Portugal,PRT,1993,-5.54
Portugal,PRT,1994,1.273
Portugal,PRT,1995,27.94
Portugal,PRT,1996,-11.34
Portugal,PRT,1997,8.207
Portugal,PRT,1998,23.347
Portugal,PRT,1999,22.562
Portugal,PRT,2000,-3.016
Portugal,PRT,2001,-3.886
Portugal,PRT,2002,15.525
Portugal,PRT,2003,-14.994
Portugal,PRT,2004,9.935
Portugal,PRT,2005,11.303
Portugal,PRT,2006,-23.976
Portugal,PRT,2007,0.229
Portugal,PRT,2008,-5.796
Portugal,PRT,2009,-8.606
Portugal,PRT,2010,-13.195
Portugal,PRT,2011,-1.815
Portugal,PRT,2012,-11.598
Portugal,PRT,2013,-1.236
Portugal,PRT,2014,0.668
Portugal,PRT,2015,12.492
Portugal,PRT,2016,0.327
Portugal,PRT,2017,16.834
Portugal,PRT,2018,-12.264
Portugal,PRT,2019,-9.538
Portugal,PRT,2020,-34.568
Qatar,QAT,1966,0.01
Qatar,QAT,1967,0.615
Qatar,QAT,1968,4.404
Qatar,QAT,1969,3.679
Qatar,QAT,1970,1.407
Qatar,QAT,1971,-0.044
Qatar,QAT,1972,1.22
Qatar,QAT,1973,5.32
Qatar,QAT,1974,-2.309
Qatar,QAT,1975,7.733
Qatar,QAT,1976,-8.385
Qatar,QAT,1977,5.923
Qatar,QAT,1978,-0.855
Qatar,QAT,1979,30.238
Qatar,QAT,1980,3.004
Qatar,QAT,1981,-2.311
Qatar,QAT,1982,8.274
Qatar,QAT,1983,2.521
Qatar,QAT,1984,8.556
Qatar,QAT,1985,-4.3
Qatar,QAT,1986,5.961
Qatar,QAT,1987,-2.218
Qatar,QAT,1988,3.687
Qatar,QAT,1989,4.206
Qatar,QAT,1990,1.092
Qatar,QAT,1991,11.975
Qatar,QAT,1992,53.474
Qatar,QAT,1993,10.006
Qatar,QAT,1994,2.234
Qatar,QAT,1995,-0.535
Qatar,QAT,1996,-41.094
Qatar,QAT,1997,10.471
Qatar,QAT,1998,9.62
Qatar,QAT,1999,15.279
Qatar,QAT,2000,-16.068
Qatar,QAT,2001,-5.228
Qatar,QAT,2002,13.057
Qatar,QAT,2003,20.908
Qatar,QAT,2004,33.934
Qatar,QAT,2005,25.991
Qatar,QAT,2006,11.412
Qatar,QAT,2007,21.077
Qatar,QAT,2008,27.732
Qatar,QAT,2009,3.931
Qatar,QAT,2010,46.458
Qatar,QAT,2011,54.205
Qatar,QAT,2012,55.126
Qatar,QAT,2013,37.36
Qatar,QAT,2014,38.395
Qatar,QAT,2015,72.421
Qatar,QAT,2016,-13.832
Qatar,QAT,2017,-16.767
Qatar,QAT,2018,-66.417
Qatar,QAT,2019,40.462
Qatar,QAT,2020,-59.225
Romania,ROU,1966,18.46
Romania,ROU,1967,33.16
Romania,ROU,1968,20.992
Romania,ROU,1969,50.895
Romania,ROU,1970,24.555
Romania,ROU,1971,21.463
Romania,ROU,1972,16.289
Romania,ROU,1973,41.945
Romania,ROU,1974,0.924
Romania,ROU,1975,45.399
Romania,ROU,1976,48.54
Romania,ROU,1977,33.937
Romania,ROU,1978,47.061
Romania,ROU,1979,11.919
Romania,ROU,1980,3.192
Romania,ROU,1981,1.445
Romania,ROU,1982,-3.702
Romania,ROU,1983,0.3
Romania,ROU,1984,-9.014
Romania,ROU,1985,-6.196
Romania,ROU,1986,20.806
Romania,ROU,1987,25.854
Romania,ROU,1988,3.471
Romania,ROU,1989,4.589
Romania,ROU,1990,-30.565
Romania,ROU,1991,-120.16
Romania,ROU,1992,-65.237
Romania,ROU,1993,-18.607
Romania,ROU,1994,-31.19
Romania,ROU,1995,39.168
Romania,ROU,1996,-4.56
Romania,ROU,1997,-44.688
Romania,ROU,1998,-48.267
Romania,ROU,1999,-55.588
Romania,ROU,2000,8.814
Romania,ROU,2001,4.76
Romania,ROU,2002,13.109
Romania,ROU,2003,10.109
Romania,ROU,2004,5.257
Romania,ROU,2005,-9.233
Romania,ROU,2006,14.847
Romania,ROU,2007,-15.469
Romania,ROU,2008,-12.003
Romania,ROU,2009,-53.992
Romania,ROU,2010,-8.28
Romania,ROU,2011,20.068
Romania,ROU,2012,-10.575
Romania,ROU,2013,-39.878
Romania,ROU,2014,0.642
Romania,ROU,2015,-0.785
Romania,ROU,2016,-1.487
Romania,ROU,2017,13.281
Romania,ROU,2018,3.072
Romania,ROU,2019,-5.65
Romania,ROU,2020,-11.698
Russia,RUS,1986,138.946
Russia,RUS,1987,268.224
Russia,RUS,1988,151.489
Russia,RUS,1989,36.983
Russia,RUS,1990,-149.863
Russia,RUS,1991,-145.858
Russia,RUS,1992,-384.308
Russia,RUS,1993,-651.244
Russia,RUS,1994,-724.923
Russia,RUS,1995,-442.217
Russia,RUS,1996,-250.87
Russia,RUS,1997,-409.939
Russia,RUS,1998,-2.644
Russia,RUS,1999,31.176
Russia,RUS,2000,91.806
Russia,RUS,2001,73.242
Russia,RUS,2002,-3.115
Russia,RUS,2003,149.648
Russia,RUS,2004,28.202
Russia,RUS,2005,-7.229
Russia,RUS,2006,307.931
Russia,RUS,2007,32.726
Russia,RUS,2008,65.178
Russia,RUS,2009,-414.234
Russia,RUS,2010,306.197
Russia,RUS,2011,263.613
Russia,RUS,2012,10.542
Russia,RUS,2013,-120.204
Russia,RUS,2014,23.55
Russia,RUS,2015,-153.814
Russia,RUS,2016,124.656
Russia,RUS,2017,36.311
Russia,RUS,2018,294.793
Russia,RUS,2019,-76.265
Russia,RUS,2020,-501.605
Saudi Arabia,SAU,1966,3.182
Saudi Arabia,SAU,1967,3.443
Saudi Arabia,SAU,1968,3.753
Saudi Arabia,SAU,1969,4.145
Saudi Arabia,SAU,1970,13.193
Saudi Arabia,SAU,1971,0.416
Saudi Arabia,SAU,1972,18.897
Saudi Arabia,SAU,1973,18.831
Saudi Arabia,SAU,1974,18.353
Saudi Arabia,SAU,1975,-66.093
Saudi Arabia,SAU,1976,39.533
Saudi Arabia,SAU,1977,52.968
Saudi Arabia,SAU,1978,39.573
Saudi Arabia,SAU,1979,81.508
Saudi Arabia,SAU,1980,-46.927
Saudi Arabia,SAU,1981,81.32
Saudi Arabia,SAU,1982,50.616
Saudi Arabia,SAU,1983,46.129
Saudi Arabia,SAU,1984,117.316
Saudi Arabia,SAU,1985,14.436
Saudi Arabia,SAU,1986,54.925
Saudi Arabia,SAU,1987,47.079
Saudi Arabia,SAU,1988,38.537
Saudi Arabia,SAU,1989,-13.729
Saudi Arabia,SAU,1990,71.792
Saudi Arabia,SAU,1991,44.115
Saudi Arabia,SAU,1992,9.304
Saudi Arabia,SAU,1993,21.094
Saudi Arabia,SAU,1994,156.73
Saudi Arabia,SAU,1995,-29.575
Saudi Arabia,SAU,1996,38.547
Saudi Arabia,SAU,1997,21.696
Saudi Arabia,SAU,1998,62.328
Saudi Arabia,SAU,1999,22.853
Saudi Arabia,SAU,2000,59.449
Saudi Arabia,SAU,2001,87.453
Saudi Arabia,SAU,2002,59.05
Saudi Arabia,SAU,2003,87.808
Saudi Arabia,SAU,2004,133.257
Saudi Arabia,SAU,2005,56.559
Saudi Arabia,SAU,2006,69.367
Saudi Arabia,SAU,2007,82.186
Saudi Arabia,SAU,2008,184.952
Saudi Arabia,SAU,2009,99.664
Saudi Arabia,SAU,2010,231.518
Saudi Arabia,SAU,2011,124.344
Saudi Arabia,SAU,2012,154.101
Saudi Arabia,SAU,2013,11.904
Saudi Arabia,SAU,2014,197.756
Saudi Arabia,SAU,2015,90.773
Saudi Arabia,SAU,2016,37.855
Saudi Arabia,SAU,2017,-7.425
Saudi Arabia,SAU,2018,-79.395
Saudi Arabia,SAU,2019,7.712
Saudi Arabia,SAU,2020,-33.399
Singapore,SGP,1966,6.856
Singapore,SGP,1967,11.012
Singapore,SGP,1968,15.979
Singapore,SGP,1969,-1.416
Singapore,SGP,1970,6.887
Singapore,SGP,1971,-11.508
Singapore,SGP,1972,19.09
Singapore,SGP,1973,-5.461
Singapore,SGP,1974,-1.268
Singapore,SGP,1975,-2.073
Singapore,SGP,1976,16.006
Singapore,SGP,1977,0.383
Singapore,SGP,1978,2.999
Singapore,SGP,1979,6.96
Singapore,SGP,1980,-0.762
Singapore,SGP,1981,16.789
Singapore,SGP,1982,-3.466
Singapore,SGP,1983,7.418
Singapore,SGP,1984,6.791
Singapore,SGP,1985,2.791
Singapore,SGP,1986,22.591
Singapore,SGP,1987,8.481
Singapore,SGP,1988,27.193
Singapore,SGP,1989,28.108
Singapore,SGP,1990,44.566
Singapore,SGP,1991,4.701
Singapore,SGP,1992,20.273
Singapore,SGP,1993,27.624
Singapore,SGP,1994,46.872
Singapore,SGP,1995,15.857
Singapore,SGP,1996,3.536
Singapore,SGP,1997,20.324
Singapore,SGP,1998,5.709
Singapore,SGP,1999,-4.183
Singapore,SGP,2000,28.688
Singapore,SGP,2001,59.345
Singapore,SGP,2002,-8.856
Singapore,SGP,2003,-27.311
Singapore,SGP,2004,55.769
Singapore,SGP,2005,26.533
Singapore,SGP,2006,55.109
Singapore,SGP,2007,44.475
Singapore,SGP,2008,41.356
Singapore,SGP,2009,52.055
Singapore,SGP,2010,55.286
Singapore,SGP,2011,31.627
Singapore,SGP,2012,3.438
Singapore,SGP,2013,18.141
Singapore,SGP,2014,24.572
Singapore,SGP,2015,55.269
Singapore,SGP,2016,35.096
Singapore,SGP,2017,30.611
Singapore,SGP,2018,4.695
Singapore,SGP,2019,-21.898
Singapore,SGP,2020,-31.071
Slovakia,SVK,1966,4.022
Slovakia,SVK,1967,1.482
Slovakia,SVK,1968,11.966
Slovakia,SVK,1969,6.529
Slovakia,SVK,1970,11.657
Slovakia,SVK,1971,11.637
Slovakia,SVK,1972,7.63
Slovakia,SVK,1973,6.463
Slovakia,SVK,1974,5.337
Slovakia,SVK,1975,9.649
Slovakia,SVK,1976,6.078
Slovakia,SVK,1977,9.482
Slovakia,SVK,1978,10.521
Slovakia,SVK,1979,1.111
Slovakia,SVK,1980,-4.285
Slovakia,SVK,1981,-2.579
Slovakia,SVK,1982,-3.621
Slovakia,SVK,1983,-0.572
Slovakia,SVK,1984,14.387
Slovakia,SVK,1985,-0.373
Slovakia,SVK,1986,-7.389
Slovakia,SVK,1987,5.18
Slovakia,SVK,1988,1.848
Slovakia,SVK,1989,0.955
Slovakia,SVK,1990,1.264
Slovakia,SVK,1991,-23.785
Slovakia,SVK,1992,-8.197
Slovakia,SVK,1993,-9.528
Slovakia,SVK,1994,-8.905
Slovakia,SVK,1995,4.639
Slovakia,SVK,1996,3.918
Slovakia,SVK,1997,-2.9
Slovakia,SVK,1998,0.688
Slovakia,SVK,1999,-3.729
Slovakia,SVK,2000,-3.045
Slovakia,SVK,2001,3.239
Slovakia,SVK,2002,-0.788
Slovakia,SVK,2003,-0.516
Slovakia,SVK,2004,-4.816
Slovakia,SVK,2005,8.38
Slovakia,SVK,2006,-9.018
Slovakia,SVK,2007,-6.426
Slovakia,SVK,2008,4.126
Slovakia,SVK,2009,-12.596
Slovakia,SVK,2010,9.081
Slovakia,SVK,2011,-7.352
Slovakia,SVK,2012,-8.839
Slovakia,SVK,2013,2.052
Slovakia,SVK,2014,-12.861
Slovakia,SVK,2015,2.997
Slovakia,SVK,2016,1.383
Slovakia,SVK,2017,9.908
Slovakia,SVK,2018,-0.303
Slovakia,SVK,2019,-9.482
Slovakia,SVK,2020,-8.747
Slovenia,SVN,1991,-2.7
Slovenia,SVN,1992,-1.198
Slovenia,SVN,1993,2.967
Slovenia,SVN,1994,1.363
Slovenia,SVN,1995,3.5
Slovenia,SVN,1996,3.046
Slovenia,SVN,1997,2.183
Slovenia,SVN,1998,-0.838
Slovenia,SVN,1999,-0.865
Slovenia,SVN,2000,-1.291
Slovenia,SVN,2001,2.435
Slovenia,SVN,2002,0.305
Slovenia,SVN,2003,0.461
Slovenia,SVN,2004,1.141
Slovenia,SVN,2005,0.86
Slovenia,SVN,2006,1.463
Slovenia,SVN,2007,0.065
Slovenia,SVN,2008,3.932
Slovenia,SVN,2009,-7.236
Slovenia,SVN,2010,0.81
Slovenia,SVN,2011,-1.336
Slovenia,SVN,2012,-1.826
Slovenia,SVN,2013,-2.34
Slovenia,SVN,2014,-4.414
Slovenia,SVN,2015,0.15
Slovenia,SVN,2016,3.365
Slovenia,SVN,2017,1.111
Slovenia,SVN,2018,0.47
Slovenia,SVN,2019,-2.145
Slovenia,SVN,2020,-6.652
South Africa,ZAF,1966,2.203
South Africa,ZAF,1967,14.755
South Africa,ZAF,1968,20.559
South Africa,ZAF,1969,11.616
South Africa,ZAF,1970,18.151
South Africa,ZAF,1971,32.291
South Africa,ZAF,1972,12.868
South Africa,ZAF,1973,35.129
South Africa,ZAF,1974,14.055
South Africa,ZAF,1975,34.349
South Africa,ZAF,1976,21.959
South Africa,ZAF,1977,13.957
South Africa,ZAF,1978,-5.644
South Africa,ZAF,1979,21.347
South Africa,ZAF,1980,41.216
South Africa,ZAF,1981,104.107
South Africa,ZAF,1982,58.673
South Africa,ZAF,1983,11.983
South Africa,ZAF,1984,65.035
South Africa,ZAF,1985,14.901
South Africa,ZAF,1986,4.294
South Africa,ZAF,1987,22.247
South Africa,ZAF,1988,79.005
South Africa,ZAF,1989,-47.106
South Africa,ZAF,1990,46.638
South Africa,ZAF,1991,-12.261
South Africa,ZAF,1992,8.013
South Africa,ZAF,1993,5.78
South Africa,ZAF,1994,34.378
South Africa,ZAF,1995,45.268
South Africa,ZAF,1996,18.374
South Africa,ZAF,1997,20.746
South Africa,ZAF,1998,-22.026
South Africa,ZAF,1999,43.565
South Africa,ZAF,2000,-0.884
South Africa,ZAF,2001,11.221
South Africa,ZAF,2002,-35.42
South Africa,ZAF,2003,98.955
South Africa,ZAF,2004,112.728
South Africa,ZAF,2005,-68.104
South Africa,ZAF,2006,25.949
South Africa,ZAF,2007,32.147
South Africa,ZAF,2008,97.813
South Africa,ZAF,2009,-5.979
South Africa,ZAF,2010,9.036
South Africa,ZAF,2011,-21.757
South Africa,ZAF,2012,-16.696
South Africa,ZAF,2013,2.723
South Africa,ZAF,2014,11.106
South Africa,ZAF,2015,-31.601
South Africa,ZAF,2016,52.823
South Africa,ZAF,2017,-14.325
South Africa,ZAF,2018,-49.563
South Africa,ZAF,2019,25.371
South Africa,ZAF,2020,-89.876
South Korea,KOR,1966,15.138
South Korea,KOR,1967,13.611
South Korea,KOR,1968,15.305
South Korea,KOR,1969,23.336
South Korea,KOR,1970,23.749
South Korea,KOR,1971,13.431
South Korea,KOR,1972,6.52
South Korea,KOR,1973,44.732
South Korea,KOR,1974,7.395
South Korea,KOR,1975,24.687
South Korea,KOR,1976,31.22
South Korea,KOR,1977,45.487
South Korea,KOR,1978,33.437
South Korea,KOR,1979,54.653
South Korea,KOR,1980,13.069
South Korea,KOR,1981,20.95
South Korea,KOR,1982,0.322
South Korea,KOR,1983,25.064
South Korea,KOR,1984,40.521
South Korea,KOR,1985,41.893
South Korea,KOR,1986,43.704
South Korea,KOR,1987,42.267
South Korea,KOR,1988,93.834
South Korea,KOR,1989,52.017
South Korea,KOR,1990,103.059
South Korea,KOR,1991,133.404
South Korea,KOR,1992,154.625
South Korea,KOR,1993,123.457
South Korea,KOR,1994,121.003
South Korea,KOR,1995,123.174
South Korea,KOR,1996,164.429
South Korea,KOR,1997,181.601
South Korea,KOR,1998,-252.772
South Korea,KOR,1999,135.527
South Korea,KOR,2000,105.469
South Korea,KOR,2001,52.973
South Korea,KOR,2002,87.335
South Korea,KOR,2003,45.763
South Korea,KOR,2004,57.2
South Korea,KOR,2005,44.619
South Korea,KOR,2006,39.212
South Korea,KOR,2007,96.261
South Korea,KOR,2008,26.103
South Korea,KOR,2009,26.354
South Korea,KOR,2010,223.462
South Korea,KOR,2011,118.485
South Korea,KOR,2012,43.578
South Korea,KOR,2013,34.349
South Korea,KOR,2014,-22.449
South Korea,KOR,2015,27.628
South Korea,KOR,2016,80.289
South Korea,KOR,2017,90.604
South Korea,KOR,2018,73.163
South Korea,KOR,2019,-86.731
South Korea,KOR,2020,-180.162
Spain,ESP,1966,22.009
Spain,ESP,1967,43.345
Spain,ESP,1968,16.123
Spain,ESP,1969,36.695
Spain,ESP,1970,46.507
Spain,ESP,1971,36.926
Spain,ESP,1972,30.209
Spain,ESP,1973,73.99
Spain,ESP,1974,21.325
Spain,ESP,1975,31.668
Spain,ESP,1976,65.401
Spain,ESP,1977,-23.807
Spain,ESP,1978,-1.687
Spain,ESP,1979,47.849
Spain,ESP,1980,58.023
Spain,ESP,1981,17.066
Spain,ESP,1982,-11.335
Spain,ESP,1983,13.46
Spain,ESP,1984,-33.733
Spain,ESP,1985,-20.982
Spain,ESP,1986,7.103
Spain,ESP,1987,21.142
Spain,ESP,1988,-6.269
Spain,ESP,1989,79.798
Spain,ESP,1990,-12.185
Spain,ESP,1991,28.517
Spain,ESP,1992,76.389
Spain,ESP,1993,-54.606
Spain,ESP,1994,43.696
Spain,ESP,1995,57.818
Spain,ESP,1996,-5.176
Spain,ESP,1997,85.327
Spain,ESP,1998,54.212
Spain,ESP,1999,71.43
Spain,ESP,2000,48.629
Spain,ESP,2001,27.704
Spain,ESP,2002,62.691
Spain,ESP,2003,33.642
Spain,ESP,2004,75.995
Spain,ESP,2005,55.91
Spain,ESP,2006,-8.077
Spain,ESP,2007,37.969
Spain,ESP,2008,-71.761
Spain,ESP,2009,-145.526
Spain,ESP,2010,-53.116
Spain,ESP,2011,5.721
Spain,ESP,2012,-23.721
Spain,ESP,2013,-120.389
Spain,ESP,2014,-27.016
Spain,ESP,2015,57.043
Spain,ESP,2016,-7.636
Spain,ESP,2017,64.019
Spain,ESP,2018,-15.948
Spain,ESP,2019,-39.577
Spain,ESP,2020,-194.951
Sri Lanka,LKA,1966,0.132
Sri Lanka,LKA,1967,0.136
Sri Lanka,LKA,1968,0.138
Sri Lanka,LKA,1969,0.136
Sri Lanka,LKA,1970,6.025
Sri Lanka,LKA,1971,-1.076
Sri Lanka,LKA,1972,1.015
Sri Lanka,LKA,1973,0.504
Sri Lanka,LKA,1974,-2.597
Sri Lanka,LKA,1975,-0.32
Sri Lanka,LKA,1976,-0.068
Sri Lanka,LKA,1977,0.605
Sri Lanka,LKA,1978,1.648
Sri Lanka,LKA,1979,0.327
Sri Lanka,LKA,1980,0.105
Sri Lanka,LKA,1981,2.183
Sri Lanka,LKA,1982,1.928
Sri Lanka,LKA,1983,1.516
Sri Lanka,LKA,1984,-2.579
Sri Lanka,LKA,1985,-1.364
Sri Lanka,LKA,1986,-0.12
Sri Lanka,LKA,1987,1.901
Sri Lanka,LKA,1988,-0.493
Sri Lanka,LKA,1989,-0.749
Sri Lanka,LKA,1990,0.979
Sri Lanka,LKA,1991,0.868
Sri Lanka,LKA,1992,2.869
Sri Lanka,LKA,1993,-0.536
Sri Lanka,LKA,1994,2.002
Sri Lanka,LKA,1995,1.718
Sri Lanka,LKA,1996,4.913
Sri Lanka,LKA,1997,2.297
Sri Lanka,LKA,1998,2.008
Sri Lanka,LKA,1999,2.877
Sri Lanka,LKA,2000,6.35
Sri Lanka,LKA,2001,-0.701
Sri Lanka,LKA,2002,2.277
Sri Lanka,LKA,2003,0.309
Sri Lanka,LKA,2004,-0.728
Sri Lanka,LKA,2005,6.145
Sri Lanka,LKA,2006,1.888
Sri Lanka,LKA,2007,3.043
Sri Lanka,LKA,2008,-4.618
Sri Lanka,LKA,2009,2.574
Sri Lanka,LKA,2010,-0.294
Sri Lanka,LKA,2011,6.051
Sri Lanka,LKA,2012,3.784
Sri Lanka,LKA,2013,-8.325
Sri Lanka,LKA,2014,10.667
Sri Lanka,LKA,2015,1.707
Sri Lanka,LKA,2016,9.653
Sri Lanka,LKA,2017,4.89
Sri Lanka,LKA,2018,-0.683
Sri Lanka,LKA,2019,6.889
Sri Lanka,LKA,2020,-9.629
Sweden,SWE,1966,28.767
Sweden,SWE,1967,-1.06
Sweden,SWE,1968,30.827
Sweden,SWE,1969,20.3
Sweden,SWE,1970,28.808
Sweden,SWE,1971,-22.516
Sweden,SWE,1972,5.668
Sweden,SWE,1973,9.112
Sweden,SWE,1974,-32.289
Sweden,SWE,1975,0.811
Sweden,SWE,1976,30.038
Sweden,SWE,1977,-14.565
Sweden,SWE,1978,67.175
Sweden,SWE,1979,32.985
Sweden,SWE,1980,-50.198
Sweden,SWE,1981,-39.952
Sweden,SWE,1982,-21.465
Sweden,SWE,1983,-35.596
Sweden,SWE,1984,-7.029
Sweden,SWE,1985,24.324
Sweden,SWE,1986,22.127
Sweden,SWE,1987,-39.981
Sweden,SWE,1988,-16.158
Sweden,SWE,1989,-10.254
Sweden,SWE,1990,2.697
Sweden,SWE,1991,-31.927
Sweden,SWE,1992,8.978
Sweden,SWE,1993,-2.327
Sweden,SWE,1994,12.438
Sweden,SWE,1995,-10.561
Sweden,SWE,1996,18.247
Sweden,SWE,1997,-18.772
Sweden,SWE,1998,26.456
Sweden,SWE,1999,-10.4
Sweden,SWE,2000,-30.312
Sweden,SWE,2001,6.837
Sweden,SWE,2002,5.579
Sweden,SWE,2003,13.481
Sweden,SWE,2004,-8.095
Sweden,SWE,2005,-3.192
Sweden,SWE,2006,5.437
Sweden,SWE,2007,-7.036
Sweden,SWE,2008,-12.02
Sweden,SWE,2009,-13.973
Sweden,SWE,2010,12.433
Sweden,SWE,2011,-19.936
Sweden,SWE,2012,-8.133
Sweden,SWE,2013,-2.058
Sweden,SWE,2014,-6.877
Sweden,SWE,2015,-2.196
Sweden,SWE,2016,5.325
Sweden,SWE,2017,-1.506
Sweden,SWE,2018,-7.219
Sweden,SWE,2019,10.527
Sweden,SWE,2020,-14.631
Switzerland,CHE,1966,3.519
Switzerland,CHE,1967,6.445
Switzerland,CHE,1968,11.534
Switzerland,CHE,1969,9.819
Switzerland,CHE,1970,15.262
Switzerland,CHE,1971,7.243
Switzerland,CHE,1972,3.471
Switzerland,CHE,1973,12.624
Switzerland,CHE,1974,-18.108
Switzerland,CHE,1975,-4.825
Switzerland,CHE,1976,5.977
